,content,fact
372,5.18 재수사 가능할까,대체로 사실
373,트럼프 독자적 군사행동 할 수 있다,대체로 사실 아님
374,외국인 노동자에게 최저임금 차등 적용 가능,전혀 사실 아님
375,파견노동자 확대가 세계적 추세,전혀 사실 아님
376,국방예산 증가율 낮아...안보 경시 ,전혀 사실 아님
377,국선변호인 계속 거부하면 재판 멈출까,전혀 사실 아님
378,북한 핵보유국 인정 할 수 있나,전혀 사실 아님
379,적폐청산TF 법적 근거 없다,전혀 사실 아님
380,북한 해상봉쇄 가능한가,대체로 사실 아님
381,문재인 정부의 과거사진상조사위원회는 불법,판단 유보
382,공백,공백
383,공백,공백
384,공백,공백
385,공백,공백
386,공무원 늘려 국가부도 위기 우려,대체로 사실 아님
387,2018년도 예산안에서 아동수당 예산이 반토막 났다 둘째아이부터 받을 수 있다는 주장은 진실일까,절반의 사실
388,한국은 정말 조세회피처인가,대체로 사실 아님
389,향후 5년 172조원 적자,절반의 사실
390,국방부가 내년 국방예산으로 참수부대로 알려진 특수임무여단에 325억원을 배정했다. 그런데 특임여단이 제대로 기능을 발휘할 수 있을까,대체로 사실 아님
391,체포동의안 무기명 투표가 원칙인가,대체로 사실
392,주사 맞고 피부 괴사...원인은 주사제 유효기한,전혀 사실 아님
393,내가 낸 기부금 사용처 확인 가능한가,절반의 사실
394,상위 20개 공항중 인천만 비즈니스 패스트트랙 없다,절반의 사실
395,문재인 대통령이 방중 일정 동안 거의 혼밥을 하고 베이징 도착 당시에도 중국 측이 의전에 소홀했다는 지적이 제기된다. 사실일까,대체로 사실 아님
396,없음,대체로 사실 아님
397,공백,공백
398,나에 대한 의혹은 거의 모두 가짜뉴스,대체로 사실 아님
399,정부지원을 받는 한국형 가상화폐 출범,전혀 사실 아님
400,현행법상 낙태죄에 대한 모든 책임은 여성에게만 묻고 있다.,절반의 사실
401,미국의 법인세율 인하로 세계 각국이 법인세율 인하 경쟁을 하는데 한국만 법인세율을 인상해서 한국 기업들의 조세부담이 크다는 주장 사실인가,대체로 사실 아님
402,의료과실이 병원 등급에 영향 줄까,전혀 사실 아님
403,어학원은 되고 요가는 안된다...애매한 출퇴근길 산재 기준,판단 유보
404,서민 교수가 박근혜 전 대통령을 찬양하는 글을 쓴 적이 있다,전혀 사실 아님
405,가짜뉴스 청와대 직원 500명 탄저균 예방접종,전혀 사실 아님
406,게임 아이템 돈 주고 샀지만 내 것 아니다,사실
407,홍준표 자유한국당 대표 도지사 재임 기간 경남에 건물이나 사람이나 불난 일 없다,전혀 사실 아님
408,종교인 과세는 정교분리 원칙에 어긋난다,전혀 사실 아님
409,공백,공백
410,24년 정치활동 중 단 한번도 성희롱 발언을 안했다,대체로 사실 아님
411,공백,공백
412,공백,공백
413,해병대 육해공군 보다 구타가혹행위 심하다,사실
414,해병대 육해공군 보다 구타가혹행위 심하다,사실
415,화재현장 통제구역 진입이 의정활동,절반의 사실
416,공백,공백
417,JTBC 시청자가 뽑은 2017 최악의 가짜뉴스,판단 유보
418,공백,공백
419,JTBC 신년토론회 팩트체크,대체로 사실 아님
420,트럼프 북한 김정은처럼 나도 핵단추 있다,전혀 사실 아님
421,사회주의 개헌이 추진되고 있다,전혀 사실 아님
422,공백,공백
423,공백,공백
424,공백,공백
425,최저임금을 올리면 고용에 악영향을 준다,판단 유보
426,우리은행 달력 속 인공기 그림은 안보불감증의 자화상,대체로 사실 아님
427,공백,공백
428,공백,공백
429,대법원의 진경준 뇌물수수 무죄 판결은 기존 대법 판례와 배치된다,사실
430,청와대 신년회에 야당대표가 참석한 일이 거의 없다,절반의 사실
431,공백,공백
432,공백,공백
433,핵무기 철두철미 겨냥 동족겨냥 아냐,대체로 사실 아님
434,공백,공백
435, 평창 올림픽에 참가하는 북한의 대표단 태권도 시범단 응원단 등에게 체재비를 지원하는 건 유엔 대북제재 결의 위반인가,대체로 사실 아님
436,박종철 고문치사 보수 정부에서 밝힌 것,전혀 사실 아님
437,역대 청와대 500억원 이상 썼는데 박근혜 전 대통령은 36억원 쓰고 문제된 것,전혀 사실 아님
438,공백,공백
439,공백,공백
440,공백,공백
441,공백,공백
442,공백,공백
443, 농촌 46 최저임금 대상,절반의 사실
444,가상통화가 외환 유출 통로가 되고 있다는 주장은 사실일까,대체로 사실 아님
445,공백,공백
446,공백,공백
447,UAE에 유사시 군사지원을 한다는 협약을 맺었고 이 협약을 자신의 책임으로 비공개로 진행했다. 대통령은 알지 못한다.,대체로 사실 아님
448,소량의 마일리지도 충분히 쓸 수 있도록 다양한 사용처를 마련했다,절반의 사실
449,검찰의 다스 수사는 인권침해다,전혀 사실 아님
450,이명박 전 대통령은 2018.1.17 성명서에서 나와 함께 일했던 많은 공직자들은 권력형 비리가 없었다고 발언,전혀 사실 아님
451,이명박박근혜 정권 시절 정부여당은 표현의 자유 때문에 댓글 등 모욕적인 표현을 모른 척 넘어갔다고 발언,전혀 사실 아님
452,공백,공백
453,공백,공백
454,공백,공백
455,네이버가 가상화폐와 제휴 맺는다 ,전혀 사실 아님
456,한반도기 합의...평창에서 태극기 사라진다,전혀 사실 아님
457,한국수자원공사가 4대강 관련 자료를 파기했다는 의혹이 제기됐다. 형사처벌 대상이라는 지적이 제기된다.,사실
458,공백,공백
459, 아이스하키팀 국제협회에 200억 원 주고 출전권 얻었다는 주장 사실인가,전혀 사실 아님
460,단일팀 표기인 COR이 북한 국호다,전혀 사실 아님
461,IOC 대변인이 나경원 의원을 비판했다,전혀 사실 아님
462,독도가 빠진 한반도기는 전례에 따른 것이다,절반의 사실
463,공백,공백
464,공백,공백
465,올해 미세먼지 농도가 지난해와 비교해 소폭 개선될 것,판단 유보
466,공백,공백
467,인공기 소각을 이유로 경찰이 국민을 수사하고 있다,전혀 사실 아님
468,노선영 출전 무산이 국제빙상연맹 탓인가,전혀 사실 아님
469,가상화폐 폭락은 한국 정부 탓인가,절반의 사실
470,남북단일팀이 평창올림픽 유치조건,전혀 사실 아님
471,4년4개월동안 경남지사 하면서 화재 인명사고 한 건도 없었다,전혀 사실 아님
472,한반도기 조총련이 만들었다,전혀 사실 아님
473,공개SW는 성능보안성 떨어진다,대체로 사실 아님
474,금강산남북문화합동공연에 쓸 경유 1만리터가 대북퍼주기,대체로 사실 아님
475,공백,공백
476,밀양 세종병원은 스프링클러 의무설치 대상이 아니었나,절반의 사실
477,공백,공백
478,성추행 의혹 안태근 전 검찰국장 처벌 가능하다,판단 유보
479,문재인이 비트코인 200톤을 숨기고 있다,전혀 사실 아님
480,김정은 사진이나 인공기 불태우면 명예훼손으로 수사받기 때문에 2030이 뿔나서 인공기 소각 릴레이를 한다는데 사실일까 ,전혀 사실 아님
481,공백,공백
482,암호화폐 채굴로 월 천만원 고정수익 가능할까,대체로 사실 아님
483,공백,공백
484,대학적립금은 청소노동자 임금으로 사용할 수 없다,대체로 사실 아님
485,문재앙이라 쓰는 건 명백한 범죄행위,절반의 사실
486,공백,공백
487,공백,공백
488,공백,공백
489,평창올림픽 개막식 에어쇼 공군이 싱가포르 에어쇼 참가해 못 본다 ,전혀 사실 아님
490,검찰은 내부 성추문에 관대하다,사실
491,베트남 대표팀 눈물 뺀 박항서 감독...언론 보도,전혀 사실 아님
492,공백,공백
493,공백,공백
494,공백,공백
495,공백,공백
496,사실을 폭로해도 명예훼손으로 처벌받을 수 있다,사실
497,서지현 검사가 폭로한 성추행 사건의 명칭은 여검사 성추행 사건인가,전혀 사실 아님
498,공백,공백
499,공백,공백
500,공백,공백
501,북한이 평창올림픽 선수촌에 참가국 중 최대 인공기를 걸었다 ,전혀 사실 아님
502,만경봉 92호 방남은 대북제재 위반인가,절반의 사실
503,공백,공백
504,공백,공백
505,공백,공백
506,아이스하키 단일팀 유니폼 인공기 본떴다,전혀 사실 아님
507,법원이 재벌이나 대기업 총수 등 경제범죄에 대해 관대하다,대체로 사실
508,공백,공백
509,공백,공백
510,독도를 뺀 한반도기 사용이 국제올림픽 위원회IOC 정신 존중이고 전례에 따른 것이라는 설명 사실인가 ,대체로 사실 아님
511,게르마늄 팔찌 과학적으로 효능 있을까,전혀 사실 아님
512,편의점에서 로또 살 수 없다,전혀 사실 아님
513,공백,공백
514,공백,공백
515,공백,공백
516,공백,공백
517,1월 신규 실업자 최고 고용부 관계자 최저임금 영향 아니라 경기적 요인과 올 7월 시행되는 실업급여 지급액 인상에 대한 기대감 때문,대체로 사실 아님
518,공백,공백
519,4월 한반도 전쟁 소문의 근거 따져보니,전혀 사실 아님
520,공백,공백
521,공백,공백
522,공백,공백
523,북한 응원단이 사용한 가면은 김일성 가면,전혀 사실 아님
524,김아랑 선수 헬멧의 세월호 추모 리본은 IOC 헌장 위반,대체로 사실 아님
525,개인정보 비식별조치 안전하지 않다,대체로 사실 아님
526,공백,공백
527,공백,공백
528,공백,공백
529,공백,공백
530,공백,공백
531,공백,공백
532,공백,공백
533,공백,공백
534,공백,공백
535,공백,공백
536,공백,공백
537,공백,공백
538,공백,공백
539,공백,공백
540,폭행이 없으면 성폭행이 아니다,전혀 사실 아님
541,운영위원장 직권으로 임종석 실장의 국회 출석 요구와 긴급현안질의 가능한가,전혀 사실 아님
542,조명균 통일부장관이 북한 김여정에게 결재를 받고 있다,전혀 사실 아님
543,공백,공백
544,공백,공백
545,우리 사회는 성범죄를 엄격히 처벌해왔는가,대체로 사실 아님
546,SNS에 다른 사람 찍은 동영상 올리면 처벌받을까,대체로 사실 아님
547,평창올림픽 정말 흑자일까,대체로 사실 아님
548,중앙대 100주년 맞아 청룡 동상 해체하나,전혀 사실 아님
549,공백,공백
550,단일팀 장비 반납 문제로 폐회식 공동입장 무산,전혀 사실 아님
551,공백,공백
552,동성 간 강간도 강간죄 처벌받을 수 있나.,절반의 사실
553,교사 교수에게 학생이 건넨 초콜릿은 김영란법 위반인가.,절반의 사실
554,공백,공백
555,과거 성폭력 사건도 처벌 가능할까요,절반의 사실
556,공백,공백
557,2022년까지 여성 고위 공무원 10까지 획기적으로 확대  도전적 목표 설정,판단 유보
558,공백,공백
559,공백,공백
560,공백,공백
561,자유한국당은 터치는 있었지만 성폭력은 없었다,전혀 사실 아님
562,수소전기차는 안전할까.,대체로 사실
563,서울 시내버스 모든 음식물 반입 제한되나,대체로 사실 아님
564,공백,공백
565,전관예우는 실제로 수사와 재판에 영향력을 행사한다,대체로 사실
566,공백,공백
567,한미연합훈련 북한참관은 부적절한가,대체로 사실 아님
568,이건희 차명계좌 문제는 그동안 방치됐다,대체로 사실
569,국회는 국회의원 성추문에 소극적이었나,대체로 사실
570, 남북 정상회담은 지방선거용   남북 정상회담 직후 집권여당은 전국단위 선거에서 승리했나.,대체로 사실 아님
